Fecha,apor_antioquia,apor_centro,apor_oriente,apor_valle,rese_antioquia,rese_centro,rese_oriente,rese_valle,gx_acpm,gx_agua,gx_bagazo,gx_carbon,gx_gas,gx_gas_ni,gx_solar,gx_viento,Demanda Comercial,ONI,Precio Bolsa Nacional
1/19/2007,59.5560,3.3358,5.3926,12.8208,"5,414.7209","3,636.49","3,096.31",379.499,,109.962,0.158,11.513,30.85,,,0.173,152.658,0.9,91.1374
1/20/2007,46.0262,3.8658,5.6083,18.0167,"5,403.3194","3,639.39","3,061.18",392.6155,,102.33,0.139,12.031,29.746,,,0.126,144.373,0.9,91.8135
1/21/2007,54.9160,3.9938,6.2129,13.5472,"5,400.6932","3,643.22","3,033.34",400.1889,,100.73,0.209,10.702,18.633,,,0.106,130.382,0.9,92.6297
1/22/2007,46.6517,3.3804,5.3660,10.9874,"5,385.8711","3,644.12","2,992.78",397.0292,,119.291,0.186,10.754,20.973,,,0.189,151.397,0.9,83.0272
1/23/2007,47.9105,3.7492,5.0942,9.8595,"5,378.7647","3,634.65","2,968.53",396.1245,,115.583,0.155,11.894,26.161,,,0.201,153.997,0.9,95.9324
1/24/2007,36.7964,3.6524,5.2190,8.1200,"5,355.1648","3,621.55","2,949.47",393.0311,,114.715,0.215,11.677,26.894,,,0.164,153.668,0.9,95.2351
1/25/2007,43.6024,3.4310,4.9164,27.2715,"5,342.8502","3,610.51","2,921.86",406.5772,,122.319,0.208,11.752,19.499,,,0.116,153.915,0.9,93.5056
1/26/2007,46.7830,8.5546,5.0991,19.0788,"5,326.7858","3,609.54","2,896.27",410.9626,,123.411,0.076,11.448,13.639,,,0.041,148.629,0.9,110.2639
1/27/2007,53.1320,6.7341,5.3764,12.4174,"5,324.7740","3,611.78","2,861.84",408.8175,,115.173,0.109,9.742,13.5,,,0.192,139.169,0.9,100.9531
1/28/2007,38.1548,5.8114,4.8273,8.9528,"5,303.6840","3,604.40","2,854.73",403.5971,,99.824,0.073,9.746,12.253,,,0.135,122.451,0.9,99.1823
1/29/2007,35.3753,3.7088,4.1094,6.6132,"5,278.0138","3,589.61","2,832.37",395.7375,,121.684,0.048,9.923,14.377,,,0.164,146.208,0.9,101.906
1/30/2007,33.1653,3.2064,4.4709,8.1967,"5,245.9487","3,574.61","2,801.40",391.5133,,127.882,0.048,10.358,14.329,,,0.124,152.749,0.9,99.3577
1/31/2007,35.6292,2.8668,3.8740,6.9826,"5,220.5418","3,551.28","2,772.57",384.7395,,129.379,0.043,10.368,13.327,,,0.131,153.257,0.9,93.1823
2/1/2007,33.6001,3.1334,4.2834,6.8284,"5,192.5902","3,549.99","2,733.15",377.587,,122.533,0.074,12.017,20.191,,,0.173,154.989,0.7,100.8357
2/2/2007,30.7365,2.1722,3.7862,6.1081,"5,166.4057","3,548.34","2,686.90",376.3055,,120.382,0.198,12.91,20.459,,,0.147,154.125,0.7,104.5232
2/3/2007,30.7163,2.7355,3.3178,5.8808,"5,134.9569","3,545.19","2,658.02",370.7216,,110.544,0.177,11.793,20.411,,,0.239,143.175,0.7,101.7908
2/4/2007,28.5874,2.2869,3.7613,4.5483,"5,117.1543","3,528.90","2,626.85",371.1834,,96.947,0.227,12.817,17.034,,,0.265,127.293,0.7,102.7052
2/5/2007,29.6069,2.3676,3.4174,6.1556,"5,086.4108","3,510.43","2,602.80",368.5299,,114.334,0.21,12.841,22.225,,,0.162,149.773,0.7,105.9871
2/6/2007,26.8232,2.2415,4.0276,4.7233,"5,056.9790","3,495.16","2,563.03",365.6793,,121.794,0.174,12.898,18.078,,,0.184,153.128,0.7,103.3921
2/7/2007,28.3914,2.4063,3.2372,4.0865,"5,031.3929","3,488.22","2,523.30",361.2985,,111.469,0.277,13.113,27.924,,,0.131,152.915,0.7,106.182
2/8/2007,28.2970,2.2515,3.8092,4.2506,"5,003.9200","3,481.35","2,484.46",359.7143,,110.141,0.241,13.69,29.166,,,0.148,153.397,0.7,111.4315
2/9/2007,32.6798,1.9879,2.7580,3.7721,"4,974.3172","3,463.47","2,462.34",356.8854,,110.788,0.219,13.674,27.36,,,0.156,152.197,0.7,107.9051
2/10/2007,28.4415,6.1920,3.8811,4.0720,"4,939.6420","3,466.71","2,433.44",352.9398,,105.518,0.26,13.075,25.531,,,0.152,144.54,0.7,108.923
2/11/2007,29.4264,2.4471,2.6564,4.4768,"4,916.3141","3,457.40","2,402.75",353.8624,,96.879,0.282,11.971,21.037,,,0.174,130.351,0.7,108.0866
2/12/2007,25.9644,1.8620,3.6062,5.1825,"4,894.6301","3,436.55","2,368.71",351.2456,,114.494,0.158,11.141,26.217,,,0.187,152.198,0.7,105.8286
2/13/2007,27.6331,2.1070,3.0112,3.3021,"4,855.9512","3,423.10","2,335.99",347.3869,,117.319,0.254,11.313,26.509,,,0.15,155.86,0.7,107.3784
2/14/2007,25.2758,3.3897,3.7630,5.4770,"4,820.0376","3,410.75","2,308.27",340.8706,,119.78,0.162,12.628,22.027,,,0.167,154.765,0.7,108.5969
2/15/2007,28.3759,3.0752,3.7408,7.2436,"4,802.0743","3,398.24","2,274.15",336.7139,,112.449,0.22,12.673,28.983,,,0.169,154.587,0.7,105.5035
2/16/2007,27.8575,7.8007,3.0102,10.9106,"4,766.0544","3,390.44","2,253.82",335.4526,,113.827,0.242,12.861,27.293,,,0.136,154.359,0.7,110.7627
2/17/2007,27.3951,5.9509,4.2263,5.4334,"4,735.2885","3,396.02","2,228.36",331.7628,,100.085,0.121,12.764,31.265,,,0.156,144.392,0.7,103.6144
2/18/2007,25.2996,5.5834,2.8844,5.4111,"4,701.8152","3,385.74","2,230.84",326.6418,,94.855,0.215,11.264,22.047,,,0.151,128.532,0.7,108.5111
2/19/2007,28.2851,3.1394,3.8536,9.2488,"4,682.2597","3,364.04","2,187.07",324.2665,,108.726,0.147,11.294,28.425,,,0.136,148.731,0.7,110.5744
2/20/2007,27.1418,5.5379,3.4240,5.7629,"4,663.7520","3,365.58","2,134.04",320.7869,,114.633,0.208,11.126,25.104,,,0.172,151.256,0.7,105.2665
2/21/2007,25.1483,4.3349,2.7701,5.8174,"4,632.6663","3,365.39","2,088.28",317.0921,,114.081,0.2,11.659,27.852,,,0.143,153.935,0.7,110.5963
2/22/2007,26.0820,2.6350,3.1001,4.7772,"4,601.0138","3,362.84","2,043.94",317.7833,,108.799,0.232,12.806,32.662,,,0.154,154.657,0.7,106.2126
2/23/2007,24.0678,5.6759,2.9671,5.2538,"4,573.6244","3,354.68","2,011.99",315.9908,,110.357,0.221,13.669,30.408,,,0.187,154.843,0.7,110.5467
2/24/2007,25.0772,1.9271,3.7532,3.6883,"4,547.5814","3,337.75","1,981.06",315.536,,102.218,0.191,12.058,32.483,,,0.175,147.125,0.7,112.0541
2/25/2007,31.2258,4.5155,6.5412,3.7620,"4,547.9321","3,324.91","1,957.56",312.9161,,84.336,0.037,11.405,34.943,,,0.249,130.974,0.7,106.8948
2/26/2007,28.4114,6.4500,11.5022,3.8743,"4,530.8858","3,313.76","1,931.66",309.4449,,108.473,0.05,12.268,31.93,,,0.188,152.911,0.7,108.2511
2/27/2007,22.6164,7.9020,5.7742,4.2804,"4,505.9189","3,308.40","1,894.05",305.5493,,110.442,0.069,12.891,32.4,,,0.265,156.067,0.7,107.2225
2/28/2007,26.1239,2.9004,4.5188,4.4063,"4,481.0584","3,293.83","1,863.21",301.0684,,111.71,0.237,12.861,30.716,,,0.318,155.843,0.7,106.1061
3/1/2007,23.4409,2.3516,4.4768,3.9882,"4,446.0862","3,289.04","1,821.00",299.6392,,116.262,0.198,12.734,25.462,,,0.276,154.932,0.2,105.5555
3/2/2007,22.5625,2.0208,4.0397,4.0782,"4,421.5640","3,283.59","1,771.22",295.8394,,114.847,0.239,13.275,26.619,,,0.226,155.206,0.2,99.0862
3/3/2007,23.9115,2.3657,4.0386,2.4349,"4,388.9233","3,280.12","1,733.67",292.6882,,108.275,0.258,12.898,26.108,,,0.292,147.831,0.2,109.4318
3/4/2007,46.0035,2.6575,6.0028,4.7798,"4,384.3436","3,277.71","1,708.91",292.0076,,85.354,0.179,13.623,31.22,,,0.257,130.636,0.2,105.3191
3/5/2007,42.0940,3.9684,5.3625,5.4077,"4,386.7847","3,272.77","1,659.78",290.6478,,107.884,0.205,12.975,29.809,,,0.12,150.998,0.2,98.2726
3/6/2007,31.1666,3.4681,4.2166,5.8402,"4,360.6309","3,269.31","1,623.53",284.9614,,116.031,0.172,12.801,24.864,,,0.157,154.026,0.2,106.9951
3/7/2007,34.0527,2.9663,4.6878,6.4001,"4,327.0329","3,251.51","1,596.61",287.1968,,114.591,0.223,11.297,27.841,,,0.17,154.122,0.2,105.386
3/8/2007,65.8067,3.6172,4.6537,5.4571,"4,320.0262","3,240.81","1,581.87",282.9947,,113.137,0.195,12.75,28.671,,,0.146,154.9,0.2,107.0576
3/9/2007,75.6987,3.7417,4.5457,4.3576,"4,334.1027","3,239.11","1,535.49",283.6484,,111.377,0.213,12.326,30.784,,,0.149,154.848,0.2,98.1668
3/10/2007,36.5497,5.2987,9.7316,4.9655,"4,313.0444","3,239.32","1,509.06",281.066,,103.735,0.23,13.087,29.667,,,0.181,146.901,0.2,101.5773
3/11/2007,35.7686,5.8067,7.6976,4.5916,"4,281.5730","3,229.01","1,502.97",283.3195,,96.003,0.255,13.281,21.969,,,0.178,131.689,0.2,104.0852
3/12/2007,31.3053,3.8085,5.2585,4.2133,"4,251.3312","3,214.22","1,481.80",281.0367,,112.597,0.201,12.406,27.794,,,0.158,153.305,0.2,106.2272
3/13/2007,27.2527,3.5144,4.7658,3.9389,"4,223.1532","3,211.37","1,437.91",280.5584,,113.544,0.236,11.981,29.347,,,0.147,155.255,0.2,87.9557
3/14/2007,32.5953,7.5505,4.0075,7.4363,"4,187.9902","3,209.58","1,413.19",278.9318,,108.733,0.235,12.96,30.213,,,0.203,152.343,0.2,105.6074
3/15/2007,32.0765,6.5178,3.9505,6.6286,"4,168.2934","3,197.68","1,383.70",282.1773,,106.657,0.183,12.976,28.812,,,0.202,149.202,0.2,101.8173
3/16/2007,38.6992,4.9300,3.9825,10.8321,"4,144.7706","3,186.58","1,368.71",280.7267,,110.975,0.198,11.401,27.434,,,0.222,150.24,0.2,104.6148
3/17/2007,31.9260,7.9494,2.9566,8.3024,"4,125.7217","3,185.93","1,339.92",276.2396,,100.989,0.189,11.941,29.44,,,0.206,143.082,0.2,105.0715
3/18/2007,36.6515,8.2697,5.1037,7.1802,"4,109.6471","3,175.43","1,338.76",271.7303,,91.036,0.093,12.017,25.472,,,0.199,128.817,0.2,101.9843
3/19/2007,37.5098,5.9759,19.5927,5.2125,"4,090.9365","3,166.65","1,348.94",270.3607,,85.985,0.063,12.076,33.094,,,0.257,131.492,0.2,103.1162
3/20/2007,42.5731,6.9393,7.4921,5.4568,"4,072.2988","3,158.25","1,333.04",266.1505,,104.805,0.095,12.072,34.879,,,0.253,152.104,0.2,104.5987
3/21/2007,35.2577,3.1359,6.1690,6.9016,"4,055.8881","3,154.52","1,285.48",267.986,,112.603,0.243,11.583,28.922,,,0.295,154.076,0.2,96.3845
3/22/2007,46.7553,3.5805,10.7712,10.6484,"4,041.7878","3,147.85","1,263.78",268.986,,109.465,0.242,12.854,30.825,,,0.221,153.606,0.2,105.9924
3/23/2007,42.9460,10.5692,28.9661,9.6408,"4,019.2459","3,143.32","1,270.02",274.2735,,107.827,0.227,13.506,29.712,,,0.202,153.348,0.2,100.4045
3/24/2007,37.8833,16.2839,13.4723,9.0755,"3,997.2142","3,147.98","1,264.15",270.1717,,102.655,0.216,12.941,28.249,,,0.217,145.366,0.2,103.7609
3/25/2007,35.9911,17.4703,29.3896,8.6765,"3,979.8998","3,148.84","1,276.75",272.5947,,95.532,0.26,12.914,20.85,,,0.123,129.69,0.2,100.9636
3/26/2007,38.0789,18.5633,15.1650,8.5766,"3,966.4123","3,155.28","1,254.84",275.2918,,105.849,0.257,12.973,30.058,,,0.084,149.619,0.2,94.765
3/27/2007,50.4802,11.8563,10.3117,18.4044,"3,974.4729","3,156.17","1,216.30",281.5346,,109.153,0.227,12.198,29.935,,,0.098,151.768,0.2,85.866
3/28/2007,55.7536,16.5444,9.6762,11.1042,"3,984.4351","3,157.90","1,174.08",279.1405,,117.399,0.067,12.346,23.126,,,0.067,153.006,0.2,85.9916
3/29/2007,51.8292,17.1278,31.2531,12.3233,"3,983.3170","3,157.34","1,170.26",274.7314,,115.634,0.046,11.878,23.962,,,0.135,151.91,0.2,96.9245
3/30/2007,53.1269,21.4481,15.8753,11.3405,"3,977.4078","3,162.00","1,153.88",273.7408,,119.44,0.046,8.523,24.294,,,0.114,152.482,0.2,97.437
3/31/2007,60.3338,14.2092,16.9701,11.9552,"3,984.6237","3,167.46","1,121.11",272.3876,,118.634,0.074,8.549,17.267,,,0.211,144.74,0.2,94.1328
4/1/2007,50.8844,9.1322,15.7163,7.9961,"3,981.4413","3,166.20","1,099.27",276.021,,106.339,0.019,5.722,18.16,,,0.292,130.774,-0.1,95.8416
4/2/2007,62.8516,9.0443,58.4943,16.5122,"3,978.5633","3,157.51","1,127.90",279.7299,,123.406,0.024,7.364,17.833,,,0.315,148.947,-0.1,98.2854
4/3/2007,86.6338,11.9296,24.7290,14.3070,"3,995.7150","3,150.69","1,128.13",279.9155,,123.176,0.051,7.274,18.075,,,0.285,148.864,-0.1,98.9361
4/4/2007,78.7988,14.1987,34.0496,13.9858,"4,024.3744","3,145.69","1,123.81",280.33,,116.421,0.023,8.388,18.438,,,0.232,143.522,-0.1,97.7091
4/5/2007,80.9192,16.5199,24.2875,14.2720,"4,056.8830","3,154.62","1,121.36",280.549,,98.521,0.01,8.826,13.352,,,0.193,120.912,-0.1,94.0103
4/6/2007,72.6590,33.7609,81.2079,9.4609,"4,081.3924","3,179.02","1,169.32",284.468,,91.383,0.023,6.923,12.825,,,0.022,111.177,-0.1,87.652
4/7/2007,65.1135,32.9485,109.3504,12.7527,"4,085.1733","3,189.18","1,236.16",287.605,,111.001,0.015,6.873,6.803,,,0.016,124.718,-0.1,90.952
4/8/2007,97.1430,23.9804,36.5712,11.6468,"4,124.7386","3,178.41","1,264.96",291.6917,,107.59,0.015,6.937,6.347,,,0.073,120.972,-0.1,87.1853
4/9/2007,148.7197,19.0583,27.9734,11.0434,"4,201.0062","3,178.08","1,257.48",287.5337,,130.019,0.032,8.255,7.581,,,0.131,146.348,-0.1,89.5187
4/10/2007,56.7242,13.5358,20.5592,11.2762,"4,186.4300","3,173.55","1,251.10",283.5509,,132.7,0.192,10.28,7.082,,,0.143,150.81,-0.1,92.7845
4/11/2007,47.2592,15.6511,17.0080,9.1256,"4,163.6416","3,169.88","1,221.58",284.9637,,134.601,0.093,9.546,6.874,,,0.119,151.802,-0.1,92.827
4/12/2007,43.0523,9.1348,17.0730,8.9213,"4,136.4313","3,162.66","1,200.40",280.5797,,135.915,0.133,10.414,6.9,,,0.235,153.691,-0.1,93.0437
4/13/2007,40.7397,10.5742,12.4513,7.8429,"4,119.7925","3,154.68","1,166.36",283.0491,,125.861,0.131,9.274,19.178,,,0.248,154.693,-0.1,92.776
4/14/2007,41.5713,9.7078,12.3143,11.3863,"4,101.1260","3,146.59","1,154.28",282.4818,,113.721,0.162,10.122,21.407,,,0.216,145.632,-0.1,92.6937
4/15/2007,43.8721,8.8412,10.0212,9.4086,"4,081.6274","3,141.19","1,128.07",286.3608,,114.301,0.172,9.316,8.1,,,0.24,132.131,-0.1,94.1853
4/16/2007,45.0285,4.2883,25.3001,8.9649,"4,066.3556","3,125.39","1,120.78",281.4266,,126.17,0.167,11.009,15.199,,,0.184,152.732,-0.1,100.0437
4/17/2007,34.7783,8.9324,15.5595,10.0954,"4,046.3260","3,116.57","1,084.61",287.0478,,126.377,0.196,10.823,16.38,,,0.117,153.899,-0.1,95.1303
4/18/2007,42.7756,9.7267,12.2647,14.7282,"4,024.9744","3,114.24","1,066.01",294.5709,,113.236,0.214,11.231,27.055,,,0.112,151.919,-0.1,93.4195
4/19/2007,45.6423,9.9645,16.5530,13.5944,"4,006.5582","3,113.94","1,056.62",294.2067,,111.749,0.21,10.319,28.497,,,0.047,151.511,-0.1,92.3262
4/20/2007,52.6668,22.9814,23.4119,19.8948,"4,004.3780","3,121.26","1,055.64",299.7969,,109.032,0.196,9.31,30.694,,,0.017,149.881,-0.1,93.5003
4/21/2007,65.9420,31.7055,47.2238,15.1185,"4,010.6929","3,136.55","1,078.26",300.4807,,102.785,0.209,6.026,31.233,,,0.015,140.623,-0.1,92.2223
4/22/2007,81.0835,32.9887,28.1117,12.5875,"4,032.3675","3,145.67","1,093.77",298.561,,96.263,0.126,5.999,22.732,,,0.038,126.101,-0.1,90.6256
4/23/2007,56.6238,34.5626,21.3777,14.9662,"4,034.6430","3,148.28","1,078.56",301.3555,,118.207,0.048,7.219,22.91,,,0.155,149.213,-0.1,83.4186
4/24/2007,101.6140,23.4819,21.4378,11.3770,"4,069.5920","3,150.08","1,068.36",298.3033,,124.424,0.095,12.413,14.891,,,0.21,152.036,-0.1,92.2695
4/25/2007,116.6973,26.6076,15.6900,15.6840,"4,124.1157","3,148.16","1,033.93",301.3361,,125.876,0.107,12.188,13.879,,,0.211,152.267,-0.1,91.7625
4/26/2007,106.8057,24.4302,14.6156,14.3383,"4,173.4413","3,147.64","1,003.96",303.219,0.52,109.166,0.082,7.289,11.319,,,0.188,129.455,-0.1,80.6923
4/27/2007,92.5553,27.0111,20.4636,13.3504,"4,183.4662","3,150.14",995.0809,302.8768,0.29,132.646,0.173,9.778,8.24,,,0.212,152.114,-0.1,87.2687
4/28/2007,65.8169,21.4594,27.3556,13.0855,"4,175.8668","3,146.33",986.1236,306.0745,,126.609,0.201,10.3,7.252,,,0.191,144.572,-0.1,88.9408
4/29/2007,66.5233,21.6222,106.4413,11.7690,"4,170.5110","3,141.77","1,069.16",311.8885,,109.631,0.214,10.031,7.885,,,0.203,127.978,-0.1,86.1608
4/30/2007,58.9128,18.8868,32.0468,11.6365,"4,157.5839","3,140.03","1,065.79",311.0858,,130.185,0.181,10.43,7.722,,,0.166,148.707,-0.1,88.477
5/1/2007,66.8302,22.9614,25.4108,17.3399,"4,161.7959","3,135.97","1,082.93",314.7921,,110.873,0.245,9.918,6.684,,,0.228,127.966,-0.3,84.6025
5/2/2007,58.1203,8.6903,28.7772,13.9736,"4,150.7380","3,120.03","1,093.68",323.2954,,117.592,0.195,9.642,20.238,,,0.221,147.9,-0.3,84.9137
5/3/2007,85.5767,14.8534,77.6602,11.7084,"4,172.5885","3,125.69","1,117.20",319.5357,,125.762,0.162,9.224,16.962,,,0.172,152.288,-0.3,71.3688
5/4/2007,93.1338,12.6771,49.6189,12.0316,"4,188.4819","3,126.30","1,132.12",318.0176,,134.148,0.142,9.342,6.991,,,0.184,150.817,-0.3,82.1504
5/5/2007,78.8170,12.4616,38.3393,12.5190,"4,205.1214","3,126.83","1,129.78",315.7453,,122.813,0.233,9.441,7.301,,,0.181,139.983,-0.3,80.2108
5/6/2007,87.7782,8.9331,25.8321,9.3097,"4,228.6972","3,124.99","1,124.69",316.9277,,106.484,0.094,10.562,6.764,,,0.163,127.008,-0.3,78.8362
5/7/2007,97.2113,10.7767,32.4744,10.6852,"4,253.3568","3,123.98","1,118.93",315.4234,,120.623,0.102,10.612,15.347,,,0.087,148.056,-0.3,77.8962
5/8/2007,190.2774,12.3868,50.5965,12.0668,"4,358.4612","3,125.64","1,120.86",317.3438,,130.899,0.11,10.418,7.559,,,0.076,149.991,-0.3,78.9308
5/9/2007,81.8597,17.7843,70.1441,11.5048,"4,368.3470","3,122.42","1,156.31",318.3402,,133.178,0.206,10.385,6.437,,,0.131,150.843,-0.3,81.7316
5/10/2007,148.0722,25.6397,93.4678,9.1928,"4,428.5124","3,123.40","1,208.14",323.1846,,126.702,0.182,8.983,15.771,,,0.118,151.773,-0.3,72.1046
5/11/2007,62.6002,30.6479,45.7193,8.4704,"4,428.8531","3,129.43","1,214.48",319.7293,,127.25,0.16,7.978,16.856,,,0.159,153.352,-0.3,73.6129
5/12/2007,53.4982,20.0572,36.5343,8.8225,"4,416.0020","3,124.20","1,205.10",323.4448,,127.068,0.168,7.322,9.73,,,0.122,145.397,-0.3,76.0567
5/13/2007,63.7906,15.8763,44.7202,8.9077,"4,405.1216","3,124.29","1,216.52",327.9644,0.486,109.124,0.166,5.002,6.221,,,0.124,123.097,-0.3,67.1058
5/14/2007,64.7049,17.4243,34.0700,9.5392,"4,399.4783","3,122.22","1,204.76",323.6095,,134.718,0.176,6.449,7.348,,,0.153,149.361,-0.3,71.8192
5/15/2007,67.7104,13.9941,31.0310,7.3913,"4,394.0732","3,115.49","1,189.07",326.5821,,141.616,0.176,7.419,8.39,,,0.2,157.804,-0.3,72.2608
5/16/2007,57.7707,9.1129,49.3311,9.6318,"4,387.5465","3,103.67","1,192.05",331.2554,,142.618,0.132,6.792,7.884,,,0.271,157.755,-0.3,75.8191
5/17/2007,87.0588,7.8812,54.6375,11.2102,"4,394.9377","3,088.38","1,217.36",334.3292,,130.42,0.104,8.282,14.009,,,0.182,153.006,-0.3,82.7778
5/18/2007,137.5259,9.1974,53.5816,12.4726,"4,459.0305","3,080.02","1,254.11",333.4485,,113.468,0.102,9.287,27.877,,,0.125,150.861,-0.3,79.9888
5/19/2007,114.4845,11.0872,46.9354,8.8893,"4,501.6101","3,078.00","1,285.99",328.9423,,105.4,0.074,8.91,26.328,,,0.081,140.799,-0.3,79.2745
5/20/2007,122.9190,7.7135,37.2744,8.8717,"4,521.1660","3,070.84","1,316.25",333.5497,,107.521,0.023,4.133,13.736,,,0.131,125.556,-0.3,73.7796
5/21/2007,155.7948,14.0137,35.6903,16.4367,"4,579.9536","3,080.68","1,324.30",345.2419,,102.532,0.034,5.4,22.276,,,0.134,130.39,-0.3,73.8233
5/22/2007,111.7304,16.5580,27.4961,12.6219,"4,604.0768","3,076.88","1,334.68",347.0069,,123.548,0.033,8.008,15.937,,,0.16,147.696,-0.3,75.5655
5/23/2007,95.8434,12.6925,26.5568,11.6382,"4,617.2431","3,066.03","1,340.59",344.2814,,133.459,0.164,8.66,12.205,,,0.154,154.648,-0.3,60.4998
5/24/2007,88.5279,11.8920,25.4241,12.0710,"4,624.8748","3,054.48","1,346.44",345.6363,,130.655,0.101,10.603,11.994,,,0.131,153.498,-0.3,80.8324
5/25/2007,107.7381,14.0139,30.4850,21.2827,"4,638.9083","3,047.02","1,357.08",355.9056,,131.362,0.143,10.679,11.569,,,0.086,153.85,-0.3,78.6657
5/26/2007,122.1337,21.4460,47.3968,14.9113,"4,683.0639","3,046.39","1,387.58",358.8899,,123.976,0.116,10.238,10.172,,,0.015,144.521,-0.3,74.6145
5/27/2007,106.6374,15.5455,27.8531,15.1619,"4,712.9811","3,041.71","1,410.02",359.5213,,111.716,0.137,8.055,7.686,,,0.022,127.621,-0.3,65.8192
5/28/2007,101.9479,20.8175,39.3402,16.9650,"4,729.3168","3,038.67","1,433.36",365.1554,,126.934,0.182,9.379,13.809,,,0.097,150.41,-0.3,71.7269
5/29/2007,127.0389,21.2334,65.9968,12.3469,"4,771.1683","3,037.85","1,476.91",363.1781,,125.565,0.197,9.664,15.463,,,0.036,150.931,-0.3,60.4449
5/30/2007,102.8245,23.7054,41.5430,11.4911,"4,788.6941","3,058.34","1,501.59",358.7966,,132.172,0.149,8.903,10.318,,,0.061,151.613,-0.3,63.4926
5/31/2007,122.9163,21.6854,34.5797,14.8393,"4,823.2466","3,063.89","1,514.78",360.6788,,130.991,0.16,8.575,11.534,,,0.013,151.279,-0.3,72.0553
6/1/2007,135.4765,24.6153,32.0015,15.2009,"4,870.3808","3,073.06","1,525.28",364.6745,,118.669,0.129,9.61,22.346,,,0.079,150.839,-0.4,70.5905
6/2/2007,115.7516,24.9928,41.7724,12.3232,"4,902.2823","3,079.16","1,552.95",365.395,,112.966,0.18,8.492,21.547,,,0.135,143.322,-0.4,59.7942
6/3/2007,104.9911,34.6015,97.2603,12.4269,"4,919.3159","3,087.82","1,635.23",366.7662,,113.684,0.078,5.123,6.276,,,0.074,126.292,-0.4,67.7413
6/4/2007,88.5542,30.7209,53.9138,10.2264,"4,917.8650","3,088.25","1,664.47",364.7271,,129.586,0.07,7.602,12.431,,,0.089,149.781,-0.4,67.6632
6/5/2007,169.9835,29.7222,45.9637,10.7693,"4,994.0401","3,088.52","1,686.98",362.448,,124.688,0.083,10.153,16.666,,,0.14,151.733,-0.4,72.2247
6/6/2007,98.5903,25.4276,39.3123,11.2821,"4,998.8010","3,087.42","1,703.48",367.0798,,124.103,0.229,11.304,16.853,,,0.115,152.61,-0.4,69.978
6/7/2007,88.8830,23.2687,41.0877,10.6960,"4,993.1961","3,085.88","1,724.72",372.1499,,122.97,0.231,8.42,21.761,,,0.132,153.65,-0.4,65.0326
6/8/2007,68.8749,19.4552,40.4152,11.9579,"4,975.1627","3,082.95","1,746.25",379.7506,,123.108,0.066,6.579,20.301,,,0.097,150.166,-0.4,68.2905
6/9/2007,121.5501,34.3842,60.5274,12.6933,"5,010.5942","3,088.22","1,787.99",382.0987,,121.76,0.097,4.567,16.578,,,0.033,143.039,-0.4,65.0288
6/10/2007,68.0266,30.1513,45.1499,10.4879,"5,001.4135","3,085.15","1,821.31",383.6847,,111.574,0.096,3.013,9.738,,,0.038,124.498,-0.4,61.391
6/11/2007,59.8770,22.1613,40.5869,9.8925,"4,978.2042","3,078.63","1,851.66",387.434,,113.655,0.078,3.113,10.716,,,0.038,127.824,-0.4,66.4343
6/12/2007,61.6574,21.2223,37.7522,6.8007,"4,964.9655","3,076.11","1,868.91",386.4689,,123.377,0.087,5.864,19.72,,,0.082,149.453,-0.4,64.7007
6/13/2007,65.0601,16.7530,33.9053,9.2845,"4,952.9858","3,072.69","1,872.16",381.9753,,132.805,0.199,7.589,11.387,,,0.062,152.278,-0.4,68.5002
6/14/2007,50.6935,29.2129,55.0499,9.9633,"4,919.3607","3,080.83","1,892.20",384.161,,137.679,0.234,5.885,10.62,,,0.063,154.48,-0.4,76.7845
6/15/2007,46.0958,33.7777,72.9684,9.5903,"4,882.4641","3,082.88","1,928.19",382.5104,,138.546,0.247,5.906,7.536,,,0.117,152.356,-0.4,86.6488
6/16/2007,48.9750,30.4600,82.3692,8.8214,"4,866.8593","3,081.97","1,964.90",378.1488,,132.116,0.21,3.593,7.19,,,0.18,143.382,-0.4,87.0038
6/17/2007,46.3955,25.3985,57.3189,8.5348,"4,849.5546","3,079.85","1,998.99",372.4033,,111.649,0.194,3.614,7.207,,,0.174,123.162,-0.4,90.9413
6/18/2007,56.4135,22.1334,52.1144,7.9530,"4,857.5060","3,079.49","2,023.84",374.9396,,96.648,0.131,4.837,23.878,,,0.14,125.811,-0.4,83.6222
6/19/2007,73.2851,17.5281,73.5853,8.8948,"4,875.9937","3,071.81","2,051.74",376.5277,,117.183,0.23,8.299,23.235,,,0.217,149.583,-0.4,78.2487
6/20/2007,59.2293,21.2172,85.0742,6.1537,"4,876.7477","3,075.85","2,089.57",373.9219,,129.56,0.237,6.774,14.446,,,0.178,151.213,-0.4,68.693
6/21/2007,52.4898,27.6039,61.9513,8.7650,"4,868.8141","3,083.95","2,103.20",373.155,,132.109,0.229,7.404,12.674,,,0.206,152.629,-0.4,85.108
6/22/2007,54.2451,24.4564,128.5568,9.6108,"4,862.4032","3,084.78","2,176.74",373.3149,,137.773,0.275,7.206,7.645,,,0.122,153.171,-0.4,88.8155
6/23/2007,51.5641,37.9274,98.8914,9.3594,"4,842.0680","3,088.62","2,259.03",377.7545,,127.574,0.277,7.27,8.441,,,0.098,143.748,-0.4,92.5455
